"ContestOrder","Contest","Contest ID","Choice","Precinct","BallotsWith Contest","Votes","Overvoted WithVote for this Choice","Undervoted WithoutVote for this Choice","Ballots WithVotes for Others"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","2701","649","107","0","9","533"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","2702","881","160","0","10","711"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3101","1,412","249","0","8","1,155"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3102","2,015","601","0","22","1,392"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3103","627","197","0","2","428"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3301","13,068","961","0","105","12,002"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3303","3,893","635","0","44","3,214"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3304","623","87","0","4","532"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3501","1,021","194","0","11","816"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3502","5,036","719","0","37","4,280"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3602","5,913","405","2","49","5,457"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3603","8,100","871","4","78","7,147"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3604","172","34","0","2","136"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3605","2,494","302","0","27","2,165"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3606","1,899","189","1","9","1,700"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3607","5,968","581","0","53","5,334"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3608","5,205","551","1","40","4,613"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3609","539","80","0","8","451"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3610","3,755","426","1","35","3,293"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3611","5,533","640","1","42","4,850"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3612","5,259","536","0","43","4,680"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3801","66","9","0","0","57"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3802","9,282","1,241","1","71","7,969"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3803","6,177","688","0","54","5,435"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3804","1,315","150","0","7","1,158"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3805","833","132","0","3","698"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3806","2,079","422","0","23","1,634"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3807","1,156","264","0","17","875"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","3808","135","8","0","1","126"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4101","9,490","806","0","56","8,628"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4102","5,021","718","1","33","4,269"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4103","3,834","357","0","34","3,443"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4203","10,595","477","0","65","10,053"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4204","8,693","400","0","43","8,250"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4205","4,346","216","0","29","4,101"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4207","5,148","217","2","39","4,890"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4208","3,279","190","1","10","3,078"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4209","7,840","566","0","50","7,224"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4210","10,586","951","0","76","9,559"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4301","9,538","458","1","55","9,024"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4302","10,926","572","1","77","10,276"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4304","7,699","361","0","51","7,287"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4305","9,939","847","0","69","9,023"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4306","1,867","80","0","11","1,776"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4310","8,488","319","0","55","8,114"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4401","9,833","1,030","2","69","8,732"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4402","10,087","1,384","3","59","8,641"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4403","8,088","610","0","44","7,434"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4404","9,530","907","2","68","8,553"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4409","2,186","473","3","25","1,685"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4501","10,243","785","0","78","9,380"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4502","4,575","482","2","26","4,065"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4503","4,099","245","1","30","3,823"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4505","7,614","792","0","39","6,783"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4506","3,495","717","0","29","2,749"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4508","4,329","590","0","38","3,701"
"100.00","President and Vice President (Vote for 1)","37","Donald J Trump / Michael R Pence","4509","2,792","791","0","27","1,974"
