"ContestOrder","Contest","Contest ID","Choice","Precinct","BallotsWith Contest","Votes","Overvoted WithVote for this Choice","Undervoted WithoutVote for this Choice","Ballots WithVotes for Others"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","2801","2,722","2,466","1","62","193"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","2802","370","343","0","8","19"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","2803","766","656","0","19","91"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","2804","2,601","2,378","2","75","146"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","2805","3,104","2,833","1","71","199"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","2806","3,092","2,834","0","53","205"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","3101","536","499","0","9","28"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","3301","403","384","0","7","12"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","3302","2,447","2,234","0","56","157"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","3303","1,993","1,717","0","56","220"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","3304","2,712","2,444","0","61","207"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","3305","2","2","0","0","0"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","3306","1,478","1,280","0","41","157"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","3307","1,689","1,520","0","38","131"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","3308","1,150","1,019","0","27","104"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","3401","209","189","0","4","16"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","3402","46","41","0","0","5"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","3801","344","314","0","6","24"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","3802","644","584","0","15","45"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","3803","3,301","3,027","0","74","200"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","3804","1,127","995","0","34","98"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","3805","2,190","1,955","0","61","174"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","3806","22","19","0","0","3"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4101","1,270","1,189","0","22","59"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4102","1,184","1,045","0","24","115"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4103","1,631","1,486","0","48","97"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4104","2,168","1,987","0","43","138"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4105","2,815","2,563","0","91","161"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4201","1,769","1,572","0","42","155"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4202","3,235","2,952","0","87","196"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4203","2,671","2,379","0","70","222"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4204","2,934","2,695","0","79","160"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4205","2,192","1,953","0","57","182"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4206","1,857","1,663","0","54","140"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4207","1,505","1,377","0","51","77"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4208","1,535","1,427","0","30","78"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4301","1,382","1,238","0","44","100"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4302","1,655","1,459","0","55","141"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4303","2,620","2,392","0","65","163"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4304","2,833","2,594","0","74","165"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4305","2,967","2,732","0","77","158"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4306","3,302","3,042","0","90","170"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4307","2,919","2,657","0","62","200"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4401","1,627","1,427","0","34","166"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4402","1,920","1,667","0","56","197"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4403","2,409","2,148","0","67","194"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4404","2,772","2,517","1","67","187"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4405","2,714","2,415","1","69","229"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4406","1,779","1,573","0","47","159"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4407","5","4","0","0","1"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4501","4,108","3,803","0","99","206"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4502","3,357","3,088","0","72","197"
"100.00","US Senator (DEM) (Vote for 1)","77","Ron Wyden","4503","2,736","2,445","0","61","230"
