ContestID,ContestName,PartyCode,AreaType,AreaNum,OfficeSeqNo,BallotOrder,CandidateID,CandidateName,CurrentDateTime,VoteFor,CandidateVotes,CandidatePercentage,PrecinctsReporting
100001559,"34-247: City of Tualatin - Charter amendment establishing term limits for members of City Council","","","",,,1," Yes",11/24/2016 6:09:24 PM,1,7377,0.668146001268001,8/8
100001559,"34-247: City of Tualatin - Charter amendment establishing term limits for members of City Council","","","",,,2," No",11/24/2016 6:09:24 PM,1,3664,0.331853998731999,8/8
100001574,"34-248: Tigard-Tualatin School District - Bonds to modernize schools, improve safety and technology; reduce overcrowding","","","",,,1," Yes",11/24/2016 6:09:24 PM,1,25460,0.604750593824228,26/26
100001574,"34-248: Tigard-Tualatin School District - Bonds to modernize schools, improve safety and technology; reduce overcrowding","","","",,,2," No",11/24/2016 6:09:24 PM,1,16640,0.395249406175772,26/26
100001590,"34-249: City of Forest Grove - Authorizing tax on recreational retail sales of marijuana items","","","",,,1," Yes",11/24/2016 6:09:24 PM,1,7351,0.748955680081508,2/2
100001590,"34-249: City of Forest Grove - Authorizing tax on recreational retail sales of marijuana items","","","",,,2," No",11/24/2016 6:09:24 PM,1,2464,0.251044319918492,2/2
100001639,"5-259: Vernonia School District - Campus Completion, Facility Enhancements, Technology Upgrades and Construction Debt","","","",,,1," Yes",11/24/2016 6:09:24 PM,1,10,0.434782608695652,5/5
100001639,"5-259: Vernonia School District - Campus Completion, Facility Enhancements, Technology Upgrades and Construction Debt","","","",,,2," No",11/24/2016 6:09:24 PM,1,13,0.565217391304348,5/5
100001670,"34-251: City of Beaverton - City Tax on Sales of Recreational Marijuana Items","","","",,,1," Yes",11/24/2016 6:09:24 PM,1,31004,0.733562048976695,20/20
100001670,"34-251: City of Beaverton - City Tax on Sales of Recreational Marijuana Items","","","",,,2," No",11/24/2016 6:09:24 PM,1,11261,0.266437951023305,20/20
100001671,"34-250: City of Beaverton - Bonds for Earthquake-Resistant Public Safety Center","","","",,,1," Yes",11/24/2016 6:09:24 PM,1,20604,0.505371596762325,20/20
100001671,"34-250: City of Beaverton - Bonds for Earthquake-Resistant Public Safety Center","","","",,,2," No",11/24/2016 6:09:24 PM,1,20166,0.494628403237675,20/20
100001673,"34-266: City of Cornelius - Authorizing tax on recreational retail sales of marijuana items","","","",,,1," Yes",11/24/2016 6:09:24 PM,1,2738,0.704399279650116,1/1
100001673,"34-266: City of Cornelius - Authorizing tax on recreational retail sales of marijuana items","","","",,,2," No",11/24/2016 6:09:24 PM,1,1149,0.295600720349884,1/1
100001674,"34-267: City of Cornelius - Authorizing $0.02 per gallon increase to motor vehicle fuel business license tax","","","",,,1," Yes",11/24/2016 6:09:24 PM,1,1105,0.286047113642247,1/1
100001674,"34-267: City of Cornelius - Authorizing $0.02 per gallon increase to motor vehicle fuel business license tax","","","",,,2," No",11/24/2016 6:09:24 PM,1,2758,0.713952886357753,1/1
100001675,"34-265: City of Gaston - Prohibits certain marijuana registrants and licensees in Gaston","","","",,,1," Yes",11/24/2016 6:09:24 PM,1,145,0.514184397163121,2/2
