ContestID,ContestName,NominatingParty,PartyCode,AreaType,AreaNum,OfficeSeqNo,BallotOrder,CandidateID,CandidateName,CurrentDateTime,VoteFor,CandidateVotes,CandidatePercentage,PrecinctsReporting
100038423,"US Representative, District 4","","","","US Congressional District 4",2,,9901,"Write-in",12/9/2018 7:21:35 AM,1,204,0.00114991770196839,172/285,
100038423,"US Representative, District 4","Democrat, Independent, Working Families","","","US Congressional District 4",2,,300025017,"Peter DeFazio",12/9/2018 7:21:35 AM,1,116561,0.657037045387928,172/285,
100038423,"US Representative, District 4","Libertarian","","","US Congressional District 4",2,,100063842,"Richard R Jacobson",12/9/2018 7:21:35 AM,1,2386,0.013449527631846,172/285,
100038423,"US Representative, District 4","Pacific Green","","","US Congressional District 4",2,,100063715,"Mike Beilstein",12/9/2018 7:21:35 AM,1,2718,0.0153209623232847,172/285,
100038423,"US Representative, District 4","Republican, Constitution","","","US Congressional District 4",2,,100060607,"Art Robinson",12/9/2018 7:21:35 AM,1,55535,0.313042546954973,172/285,
100038425,"Governor","","","","Statewide Partisan",4,,9901,"Write-in",12/9/2018 7:21:35 AM,1,297,0.00167633711873208,1002/1335,
100038425,"Governor","Constitution","","","Statewide Partisan",4,,100063718,"Aaron Auer",12/9/2018 7:21:35 AM,1,2173,0.0122649177070869,1002/1335,
100038425,"Governor","Democrat, Working Families","","","Statewide Partisan",4,,300027544,"Kate Brown",12/9/2018 7:21:35 AM,1,96841,0.546593141128395,1002/1335,
100038425,"Governor","Libertarian","","","Statewide Partisan",4,,100063719,"Nick Chen",12/9/2018 7:21:35 AM,1,3106,0.0175309868376493,1002/1335,
100038425,"Governor","Independent","","","Statewide Partisan",4,,100061848,"Patrick Starnes",12/9/2018 7:21:35 AM,1,5683,0.0320761745648297,1002/1335,
100038425,"Governor","Progressive","","","Statewide Partisan",4,,100064101,"Chris Henry",12/9/2018 7:21:35 AM,1,1335,0.00753505068520985,1002/1335,
100038425,"Governor","Republican","","","Statewide Partisan",4,,100060616,"Knute Buehler",12/9/2018 7:21:35 AM,1,67737,0.382323391958097,1002/1335,
100038428,"State Senator, 4th District","","","","SD 04",4,,9901,"Write-in",12/9/2018 7:21:35 AM,1,78,0.00154141058830504,35/35,
100038428,"State Senator, 4th District","Democrat, Independent, Working Families","","","SD 04",4,,300025021,"Floyd Prozanski",12/9/2018 7:21:35 AM,1,33655,0.665079145505207,35/35,
100038428,"State Senator, 4th District","Libertarian","","","SD 04",4,,100063721,"Frank L Lengele Jr",12/9/2018 7:21:35 AM,1,1144,0.0226073552951406,35/35,
100038428,"State Senator, 4th District","Republican, Constitution","","","SD 04",4,,100061549,"Scott Rohter",12/9/2018 7:21:35 AM,1,15726,0.310772088611347,35/35,
100038429,"State Senator, 6th District","","","","SD 06",4,,9901,"Write-in",12/9/2018 7:21:35 AM,1,113,0.00232888852249541,22/38,
100038429,"State Senator, 6th District","Democrat","","","SD 06",4,,300025027,"Lee L Beyer",12/9/2018 7:21:35 AM,1,30640,0.631479153356279,22/38,
100038429,"State Senator, 6th District","Republican","","","SD 06",4,,100060625,"Robert Schwartz",12/9/2018 7:21:35 AM,1,17768,0.366191958121226,22/38,
100038430,"State Senator, 7th District","","","","SD 07",5,,9901,"Write-in",12/9/2018 7:21:35 AM,1,2146,0.0531082953870521,28/28,
100038430,"State Senator, 7th District","Democrat, Working Families, Independent","","","SD 07",5,,100060559,"James I Manning Jr",12/9/2018 7:21:35 AM,1,38262,0.946891704612948,28/28,
100038448,"State Representative, 7th District","","","","HD 07",7,,9901,"Write-in",12/9/2018 7:21:35 AM,1,60,0.00410537119397879,18/18,
100038448,"State Representative, 7th District","Democrat, Working Families","","","HD 07",7,,100061435,"Christy Inskip",12/9/2018 7:21:35 AM,1,6771,0.463291139240506,18/18,
100038448,"State Representative, 7th District","Republican, Independent","","","HD 07",7,,100061468,"Cedric Hayden",12/9/2018 7:21:35 AM,1,7784,0.532603489565515,18/18,
100038449,"State Representative, 8th District","","","","HD 08",7,,9901,"Write-in",12/9/2018 7:21:35 AM,1,210,0.00649049605934168,17/17,
100038449,"State Representative, 8th District","Democrat, Working Families","","","HD 08",7,,300025040,"Paul R Holvey",12/9/2018 7:21:35 AM,1,25835,0.798485550919487,17/17,
100038449,"State Representative, 8th District","Libertarian","","","HD 08",7,,100063730,"Martha Sherwood",12/9/2018 7:21:35 AM,1,6310,0.195023953021171,17/17,
100038450,"State Representative, 9th District","","","","HD 09",8,,9901,"Write-in",12/9/2018 7:21:35 AM,1,35,0.00337707448861443,16/16,
100038450,"State Representative, 9th District","Democrat","","","HD 09",8,,100061469,"Caddy McKeown",12/9/2018 7:21:35 AM,1,5749,0.554708606715554,16/16,
100038450,"State Representative, 9th District","Republican, Independent, Libertarian","","","HD 09",8,,100060637,"Teri Grier",12/9/2018 7:21:35 AM,1,4580,0.441914318795832,16/16,
100038272,"State Representative, 11th District","","","","HD 11",9,,9901,"Write-in",12/9/2018 7:21:35 AM,1,24,0.000976363858264513,15/31,
100038272,"State Representative, 11th District","Democrat, Working Families, Progressive","","","HD 11",9,,100060639,"Marty Wilde",12/9/2018 7:21:35 AM,1,15939,0.64842764736992,15/31,
100038272,"State Representative, 11th District","Republican, Independent","","","HD 11",9,,100061855,"Mark F Herbert",12/9/2018 7:21:35 AM,1,8618,0.350595988771816,15/31,
100038452,"State Representative, 12th District","","","","HD 12",10,,9901,"Write-in",12/9/2018 7:21:35 AM,1,820,0.0476522547652255,7/7,
100038452,"State Representative, 12th District","Democrat, Working Families, Independent","","","HD 12",10,,300025046,"John Lively",12/9/2018 7:21:35 AM,1,16388,0.952347745234775,7/7,
100038453,"State Representative, 13th District","","","","HD 13",11,,9901,"Write-in",12/9/2018 7:21:35 AM,1,725,0.0327876266280753,15/15,
100038453,"State Representative, 13th District","Democrat, Independent, Working Families","","","HD 13",11,,300025047,"Nancy Nathanson",12/9/2018 7:21:35 AM,1,21387,0.967212373371925,15/15,
100038454,"State Representative, 14th District","","","","HD 14",12,,9901,"Write-in",12/9/2018 7:21:35 AM,1,64,0.00226172385765275,13/13,
100038454,"State Representative, 14th District","Democrat, Independent, Working Families","","","HD 14",12,,300027582,"Julie Fahey",12/9/2018 7:21:35 AM,1,17264,0.610100010601831,13/13,
100038454,"State Representative, 14th District","Republican","","","HD 14",12,,100060640,"Rich Cunningham",12/9/2018 7:21:35 AM,1,10969,0.387638265540517,13/13,
100038533,"Judge of the Circuit Court, 2nd District, Position 1","","","","Circuit Court District 02",18,,9901,"Write-in",12/9/2018 7:21:35 AM,1,1606,0.017991575551174,80/80,
100038533,"Judge of the Circuit Court, 2nd District, Position 1","","","","Circuit Court District 02",18,,100063846,"Debra E Velure",12/9/2018 7:21:35 AM,1,87658,0.982008424448826,80/80,
300024513,"Assessor","","","","Lane",24,,9901,"Write-in",12/9/2018 7:21:35 AM,1,1503,0.0177238475961368,80/80,
300024513,"Assessor","","","","Lane",24,,300035406,"Michael Cowles",12/9/2018 7:21:35 AM,1,83298,0.982276152403863,80/80,
300024516,"West Commissioner Position 1","","","","West Commissioner",25,,9901,"Write-in",12/9/2018 7:21:35 AM,1,1184,0.0583826429980276,18/18,
300024516,"West Commissioner Position 1","","","","West Commissioner",25,,300035409,"Jay Bozievich",12/9/2018 7:21:35 AM,1,19096,0.941617357001972,18/18,
300024515,"Springfield Commissioner Position 2","","","","Springfield Commissioner",26,,9901,"Write-in",12/9/2018 7:21:35 AM,1,382,0.0238377535101404,11/11,
300024515,"Springfield Commissioner Position 2","","","","Springfield Commissioner",26,,300035478,"Joe Berney",12/9/2018 7:21:35 AM,1,15643,0.97616224648986,11/11,
